,cost,numRoom,NameRoom,square,squareKitchen,floor,repair,warmFloor,SellingMethod,ceilingHeight,livingSpace,Appliances,Balcony,Furniture,Toilet,TransactionType,TypeRoom,name,district,districtName,typeHome,yearBuilding,floorInHome,passengerElevator,freightElevator,nameHome,frame,officialDeveloper,participationType,deadLine,inHome,parking,yard
3322,4750000,1,1,38.4,10.3,14,Косметический,,Свободная,2.7,13.7,,Лоджия,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3323,6600000,3,3,68.2,10.5,10,Требует ремонта,,Свободная,,36.8,,Лоджия,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3324,4300000,1,1,38.4,10.3,12,Требует ремонта,,Свободная,,,,Лоджия,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3325,5700000,2,2,54.5,9.0,3,Косметический,,Свободная,2.7,29.0,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3326,6550000,2,2,54.5,9.0,8,Косметический,Есть,Свободная,2.7,29.0,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3327,6500000,2,2,54.0,9.0,11,Косметический,,Свободная,2.7,30.0,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3328,4999999,1,1,40.5,3.6,7,Дизайнерский,Есть,Свободная,2.8,36.9,,Лоджия,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3329,5750000,2,2,54.2,10.0,2,Косметический,,Свободная,,,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3330,8250000,3,3,68.2,10.5,16,Евро,Есть,Свободная,2.7,36.8,,Лоджия,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. КИМ, 61",1.0,р-н Мотовилихинский,Монолитный,2022,21.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3331,7200000,2,2,55.1,15.0,9,Дизайнерский,,Свободная,,,"Холодильник,Стиральная машина,Посудомоечная машина",Балкон,"Кухня,Хранение одежды,Спальные места",Совмещенный,,Смежные,"Пермский край, Пермь, ул. Ленина, 10",2.0,р-н Ленинский,Кирпичный,,9.0,,,,,,,,"Консьерж,Мусоропровод,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3332,11800000,3,3,97.3,10.0,5,Косметический,,Альтернативная,2.7,70.0,,Лоджия,,Совмещенный,,Изолированные,"Пермский край, Пермь, ул. Ленина, 10",2.0,р-н Ленинский,Кирпичный,,9.0,,,,,,,,"Консьерж,Мусоропровод,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3333,9450000,3,3,79.7,10.4,2,Евро,Есть,Свободная,,,"Кондиционер,Посудомоечная машина,Водонагреватель",Балкон,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Ленина, 10",2.0,р-н Ленинский,Кирпичный,,9.0,,,,,,,,"Консьерж,Мусоропровод,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3334,13000000,3,3,112.0,6.0,8,Евро,,Свободная,,,,Лоджия,,,,Изолированные,"Пермский край, Пермь, ул. Ленина, 10",2.0,р-н Ленинский,Кирпичный,,9.0,,,,,,,,"Консьерж,Мусоропровод,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3335,7521552,4,4,75.7,5.3,13,,,,,51.9,,,,,,Изолированные,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3336,4899092,2,2,41.2,6.2,20,,,,,23.1,,,,,,Изолированные,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3337,7612392,4,4,75.7,5.3,22,,,,,51.9,,,,,,Изолированные,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3338,4490000,2,2,43.3,6.4,11,,,Переуступка,2.8,24.8,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3339,4500000,2,2,41.3,7.2,12,,,,,22.1,,Лоджия,,Совмещенный,,Изолированные,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3340,3800000,1,1,33.5,10.9,20,,,Переуступка,2.7,10.4,,Лоджия,,Совмещенный,Возможна ипотека,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3341,5800000,3,3,58.0,6.7,8,,,Переуступка,,37.5,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3342,4800000,2,2,41.0,16.8,24,,,Переуступка,2.7,22.0,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3343,3640000,1,1,33.3,12.8,20,,,Переуступка,2.8,11.1,,Балкон,,Совмещенный,Возможна ипотека,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3344,3800000,1,1,33.3,,4,,,Переуступка,,,,,,,,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3345,4500000,2,2,41.3,7.2,24,,,Переуступка,2.7,22.1,,Лоджия,,Совмещенный,Возможна ипотека,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3346,3690000,1,1,32.4,9.4,20,,,Переуступка,,11.7,,Лоджия,,Совмещенный,Возможна ипотека,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3347,3800000,1,1,33.3,12.8,24,,,Переуступка,,11.1,,Лоджия,,Совмещенный,,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3348,3680000,1,1,33.5,10.7,15,,,Переуступка,,10.4,,Балкон,,Совмещенный,,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3349,3690000,1,1,33.5,10.7,15,,,Переуступка,,10.4,,Лоджия,,Совмещенный,Возможна ипотека,,"ул. Солдатова, д. 33",3.0,р-н Свердловский,Монолитный,,25.0,1,1,Дом «Капучино»,,ООО СЗ «СТМ»,ДДУ по ФЗ 214,4 кв. 2023 года,,"Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка"
3350,3600000,2,2,46.2,6.0,1,Косметический,,Свободная,,,,,,Раздельный,,Смежные,"Пермский край, Пермь, ул. Анвара Гатауллина, 6А",3.0,р-н Свердловский,Кирпичный,1966,5.0,,,,,,,,,,
3351,4500000,0,Студия,31.0,,3,Евро,,Свободная,2.6,20.0,,Лоджия,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Фридриха Энгельса, 18",5.0,р-н Дзержинский,Монолитный,2021,17.0,1,1,,,,,,,Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3352,7650000,2,2,65.7,10.8,4,Требует ремонта,,Свободная,,28.6,,Лоджия,,Раздельный,,Изолированные,"Пермский край, Пермь, ул. Фридриха Энгельса, 18",5.0,р-н Дзержинский,Монолитный,2021,17.0,1,1,,,,,,,Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3353,6600000,2,2,50.8,5.4,3,Требует ремонта,Есть,Свободная,2.8,26.5,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Фридриха Энгельса, 18",5.0,р-н Дзержинский,Монолитный,2021,17.0,1,1,,,,,,,Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3354,4350000,0,Студия,30.0,,7,Требует ремонта,Есть,Свободная,,,,Лоджия,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, ул. Фридриха Энгельса, 18",5.0,р-н Дзержинский,Монолитный,2021,17.0,1,1,,,,,,,Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3355,7700000,2,2,67.6,11.0,13,Требует ремонта,,Свободная,,34.8,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Фридриха Энгельса, 18",5.0,р-н Дзержинский,Монолитный,2021,17.0,1,1,,,,,,,Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3356,14900000,3,3,137.0,19.0,5,Евро,,Свободная,,74.0,Кондиционер,"Балкон,Лоджия",,"Совмещенный,Раздельный",Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Баумана, 24А",7.0,р-н Индустриальный,Кирпичный,2001,8.0,1,1,,,,,,Консьерж,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3357,16500000,4,4,156.3,19.9,6,Дизайнерский,,Свободная,3.5,83.7,"Кондиционер,Холодильник,Стиральная машина,Водонагреватель","Балкон,Лоджия","Кухня,Хранение одежды,Спальные места","Совмещенный,Раздельный",Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Баумана, 24А",7.0,р-н Индустриальный,Кирпичный,2001,8.0,1,1,,,,,,Консьерж,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3358,16500000,4,4,156.3,19.9,6,Дизайнерский,,Свободная,3.0,83.7,"Кондиционер,Холодильник,Водонагреватель",Балкон,Кухня,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Баумана, 24А",7.0,р-н Индустриальный,Кирпичный,2001,8.0,1,1,,,,,,Консьерж,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3359,4950000,1,1,39.0,10.0,2,,,Переуступка,2.7,29.0,,Лоджия,,Совмещенный,,,"ул. Карпинского, д. 50",7.0,р-н Индустриальный,Монолитный,,25.0,2,1,Семейный квартал «Счастье»,Секции 1-3,ООО «Специализированный застройщик «Талан-Пермь»,другое,сдан,,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3360,7450000,2,2,61.3,19.6,19,,,Переуступка,3.0,24.2,,Балкон,,Совмещенный,Возможна ипотека,Изолированные,"ул. Карпинского, д. 50",7.0,р-н Индустриальный,Монолитный,,25.0,2,1,Семейный квартал «Счастье»,Секции 1-3,ООО «Специализированный застройщик «Талан-Пермь»,другое,сдан,,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3361,3799999,2,2,43.1,7.5,3,Косметический,,Свободная,2.6,,,Лоджия,Кухня,Раздельный,,Изолированные,"Пермский край, Пермь, Чердынская ул., 38",7.0,р-н Индустриальный,Панельный,1973,9.0,,,,,,,,Мусоропровод,Открытая во дворе,Детская площадка
3362,4180000,3,3,59.0,9.5,5,Косметический,,Свободная,,38.0,,Балкон,,Совмещенный,,Смежные,"Пермский край, Пермь, Чердынская ул., 38",7.0,р-н Индустриальный,Панельный,1973,9.0,,,,,,,,Мусоропровод,Открытая во дворе,Детская площадка
3363,3670000,2,2,44.0,7.5,1,Косметический,,Свободная,,,,Лоджия,,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Чердынская ул., 38",7.0,р-н Индустриальный,Панельный,1973,9.0,,,,,,,,Мусоропровод,Открытая во дворе,Детская площадка
3364,5200000,4,4,82.0,10.0,6,Косметический,,Альтернативная,,52.0,,Лоджия,Кухня,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Танцорова, 31",4.0,р-н Кировский,Кирпичный,1989,9.0,1,,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3365,4490000,1,1,37.9,8.3,16,Требует ремонта,,Свободная,2.6,16.7,,,,Раздельный,Возможна ипотека,,"Пермь, улица Костычева, 44",5.0,р-н Дзержинский,Панельный,2009,16.0,1,1,,,,,,Мусоропровод,За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
3366,12990000,4,4,120.0,10.0,9,Евро,Есть,Свободная,2.6,70.0,"Стиральная машина,Посудомоечная машина,Водонагреватель","Балкон,Лоджия","Кухня,Хранение одежды,Спальные места",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Пермская ул., 56",2.0,р-н Ленинский,Кирпичный,2000,16.0,2,,,,,,,"Консьерж,Мусоропровод",За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3367,3700000,1,1,37.4,11.5,10,,,,2.7,16.7,,Балкон,,Совмещенный,Возможна ипотека,,"ул. Подводников, д. 88б",7.0,р-н Индустриальный,Монолитный,,17.0,1,1,"Жилой дом по ул. Подводников, 88Б",,ООО «УралСервис-Монолит»,другое,сдан,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3368,3700000,1,1,37.4,11.0,10,,,Переуступка,2.7,17.0,,Лоджия,,Совмещенный,Возможна ипотека,,"ул. Подводников, д. 88б",7.0,р-н Индустриальный,Монолитный,,17.0,1,1,"Жилой дом по ул. Подводников, 88Б",,ООО «УралСервис-Монолит»,другое,сдан,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3369,5400000,2,2,62.0,14.6,16,,,Переуступка,2.7,,,Балкон,,Совмещенный,,Изолированные,"ул. Подводников, д. 88б",7.0,р-н Индустриальный,Монолитный,,17.0,1,1,"Жилой дом по ул. Подводников, 88Б",,ООО «УралСервис-Монолит»,другое,сдан,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3370,3200000,1,1,37.0,11.0,1,,,Переуступка,,16.6,,,,Совмещенный,,,"ул. Подводников, д. 88б",7.0,р-н Индустриальный,Монолитный,,17.0,1,1,"Жилой дом по ул. Подводников, 88Б",,ООО «УралСервис-Монолит»,другое,сдан,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3371,4000000,3,3,61.0,6.3,5,Косметический,,Свободная,,42.0,Кондиционер,Балкон,Кухня,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Голева, 10А",5.0,р-н Дзержинский,Кирпичный,1974,5.0,,,,,,,,,,"Детская площадка,Спортивная площадка"
3372,5490000,2,2,66.0,14.5,4,Дизайнерский,,Альтернативная,2.7,34.0,,Лоджия,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Хрустальная ул., 11",1.0,р-н Мотовилихинский,Панельный,2010,17.0,1,1,,,,,,"Консьерж,Мусоропровод",За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3373,6100000,2,2,59.5,10.0,4,Дизайнерский,,Свободная,,30.0,,Лоджия,"Кухня,Хранение одежды",Совмещенный,,Изолированные,"Пермский край, Пермь, Хрустальная ул., 11",1.0,р-н Мотовилихинский,Панельный,2010,17.0,1,1,,,,,,"Консьерж,Мусоропровод",За шлагбаумом во дворе,"Закрытая территория,Детская площадка,Спортивная площадка"
3374,7050000,3,3,71.0,12.0,5,Евро,Есть,Свободная,2.7,,,Лоджия,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермь, улица Космонавта Беляева, 40Г",7.0,р-н Индустриальный,Монолитный,,25.0,2,1,,,,,,Консьерж,"Наземная многоуровневая,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3375,7777777,3,3,92.0,15.5,11,Требует ремонта,,Свободная,2.7,,,Лоджия,,Раздельный,,Изолированные,"Пермь, улица Космонавта Беляева, 40Г",7.0,р-н Индустриальный,Монолитный,,25.0,2,1,,,,,,Консьерж,"Наземная многоуровневая,Открытая во дворе,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3376,3950000,3,3,60.0,7.0,2,Косметический,,Свободная,2.5,45.0,,Балкон,"Хранение одежды,Спальные места",Совмещенный,Возможна ипотека,Изолированные,"Пермь, Магистральная улица, 30",4.0,р-н Кировский,Панельный,,5.0,,,,,,,,Газ,Открытая во дворе,"Детская площадка,Спортивная площадка"
3377,3850000,3,3,67.0,12.0,6,Косметический,,Свободная,2.7,42.0,,Балкон,Кухня,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Делегатская ул., 39А",6.0,р-н Орджоникидзевский,Панельный,2009,10.0,1,,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3378,3850000,3,3,66.4,12.1,6,Косметический,,Свободная,,40.9,,Лоджия,,Раздельный,,Изолированные,"Пермский край, Пермь, Делегатская ул., 39А",6.0,р-н Орджоникидзевский,Панельный,2009,10.0,1,,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3379,3650000,3,3,68.7,12.0,2,Косметический,,Свободная,,,,Балкон,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Делегатская ул., 39А",6.0,р-н Орджоникидзевский,Панельный,2009,10.0,1,,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3380,10500000,3,3,86.0,16.5,3,Дизайнерский,Есть,Свободная,2.7,60.0,"Холодильник,Стиральная машина,Посудомоечная машина,Водонагреватель",Лоджия,"Кухня,Хранение одежды,Спальные места",Раздельный,Возможна ипотека,Изолированные,"Пермь, улица Луначарского, 99",2.0,р-н Ленинский,Монолитный,2021,22.0,1,2,,,,,,"Консьерж,Мусоропровод",Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3381,4599000,3,3,61.0,8.0,1,Косметический,,Свободная,,45.0,,Лоджия,,Раздельный,Возможна ипотека,"Изолированные,Смежные","Пермский край, Пермь, Парковый пр-т, 10/4",5.0,р-н Дзержинский,Панельный,1979,9.0,,,,,,,,,,"Закрытая территория,Детская площадка"
3382,4850000,3,3,60.5,7.6,2,Требует ремонта,,Свободная,2.5,43.9,,"Балкон,Лоджия",Кухня,Раздельный,,Изолированные,"Пермский край, Пермь, Парковый пр-т, 10/4",5.0,р-н Дзержинский,Панельный,1979,9.0,,,,,,,,,,"Закрытая территория,Детская площадка"
3383,5000000,3,3,52.4,7.7,9,Косметический,,Свободная,2.6,36.5,,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,"Изолированные,Смежные","Пермский край, Пермь, Парковый пр-т, 41А",5.0,р-н Дзержинский,Панельный,,9.0,1,,,,,,,Мусоропровод,Открытая во дворе,"Детская площадка,Спортивная площадка"
3384,5250000,3,3,70.4,9.6,8,Косметический,,Свободная,2.5,48.0,,"Балкон,Лоджия",,Раздельный,Возможна ипотека,"Изолированные,Смежные","Пермский край, Пермь, Парковый пр-т, 41А",5.0,р-н Дзержинский,Панельный,,9.0,1,,,,,,,Мусоропровод,Открытая во дворе,"Детская площадка,Спортивная площадка"
3385,7500000,2,2,45.4,6.6,6,Евро,,Свободная,2.7,26.8,Посудомоечная машина,Лоджия,"Кухня,Хранение одежды",Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Окулова, 24",2.0,р-н Ленинский,Кирпичный,2019,14.0,1,1,,,,,,Консьерж,"Подземная,За шлагбаумом во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3386,2580000,1,1,34.0,8.0,9,Требует ремонта,,Альтернативная,,16.5,,Балкон,,Раздельный,Возможна ипотека,,"Пермь, Камышинская улица, 15",4.0,р-н Кировский,Панельный,1988,9.0,,,,,,,,Мусоропровод,Открытая во дворе,"Детская площадка,Спортивная площадка"
3387,4700000,3,3,67.0,9.0,8,Косметический,,Альтернативная,2.7,55.0,,Балкон,,Раздельный,,Изолированные,"Пермь, Камышинская улица, 15",4.0,р-н Кировский,Панельный,1988,9.0,,,,,,,,Мусоропровод,Открытая во дворе,"Детская площадка,Спортивная площадка"
3388,3150000,2,2,50.0,8.8,4,Косметический,,Альтернативная,2.5,38.2,,Балкон,,Раздельный,,Изолированные,"Пермский край, Пермь, Делегатская ул., 35",6.0,р-н Орджоникидзевский,Панельный,2013,10.0,,1,,,,,,Газ,Открытая во дворе,"Детская площадка,Спортивная площадка"
3389,3850000,3,3,68.0,12.0,6,Евро,,Альтернативная,,40.0,,Балкон,Кухня,Раздельный,,Изолированные,"Пермский край, Пермь, Делегатская ул., 35",6.0,р-н Орджоникидзевский,Панельный,2013,10.0,,1,,,,,,Газ,Открытая во дворе,"Детская площадка,Спортивная площадка"
3390,2050000,1,1,26.0,4.4,4,Косметический,,Свободная,,17.2,,,Кухня,Раздельный,,,"Пермский край, Пермь, ул. Маршала Рыбалко, 82",4.0,р-н Кировский,Кирпичный,1960,5.0,,,,,,,,Газ,Открытая во дворе,
3391,2100000,2,2,32.0,4.5,2,Требует ремонта,,Альтернативная,,20.0,,,,Раздельный,Возможна ипотека,Смежные,"Пермский край, Пермь, ул. Маршала Рыбалко, 82",4.0,р-н Кировский,Кирпичный,1960,5.0,,,,,,,,Газ,Открытая во дворе,
3392,1800000,1,1,26.6,4.4,3,Требует ремонта,,Альтернативная,2.5,17.8,,,,Раздельный,Возможна ипотека,,"Пермский край, Пермь, ул. Маршала Рыбалко, 82",4.0,р-н Кировский,Кирпичный,1960,5.0,,,,,,,,Газ,Открытая во дворе,
3393,6450000,3,3,63.3,8.2,2,Косметический,,Свободная,,38.9,,Лоджия,,Совмещенный,,Изолированные,"Пермь, Петропавловская улица, 77",2.0,р-н Ленинский,Кирпичный,1973,12.0,1,1,,,,,,Газ,,"Детская площадка,Спортивная площадка"
3394,7250000,2,2,60.0,20.0,15,Дизайнерский,Есть,Свободная,2.7,40.0,"Холодильник,Плита,Стиральная машина,Посудомоечная машина,Телевизор",Лоджия,"Кухня,Хранение одежды,Спальные места",Совмещенный,Возможна ипотека,Смежные,"Пермь, шоссе Космонавтов, 86А, подъезд 1",5.0,р-н Дзержинский,Кирпичный,2014,16.0,1,1,,,,,,Консьерж,За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
3395,3150000,1,1,38.5,10.4,7,Требует ремонта,,Свободная,2.7,,,"Балкон,Лоджия",Кухня,Совмещенный,Возможна ипотека,,"Пермь, Хрустальная улица, 34",1.0,р-н Мотовилихинский,Кирпичный,1983,14.0,1,1,,,,,,Консьерж,Открытая во дворе,Детская площадка
3396,3320000,1,1,33.8,9.0,5,Евро,,Свободная,,,,Лоджия,Кухня,Совмещенный,Возможна ипотека,,"Пермь, Хрустальная улица, 34",1.0,р-н Мотовилихинский,Кирпичный,1983,14.0,1,1,,,,,,Консьерж,Открытая во дворе,Детская площадка
3397,7280000,3,3,56.0,,6,,,Переуступка,,,,,,Совмещенный,Возможна ипотека,Изолированные,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3398,8550000,2,2,71.6,21.1,13,,,Переуступка,,,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3399,6850000,2,2,59.2,20.9,4,,,Переуступка,,21.5,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
